job_title,company_name,company_locations,company_states,job_types,post_dates,salary,job_desc,job_req,skills,exp_lvl
IT Business Analyst,Vinda Malaysia Sdn Bhd,"Bandar Bukit Raja, Klang",Selangor,Full-Time,,Undisclosed,"IT Business Analyst serves as the bridge between the customer and the solution development team and vendor. The role is responsible to support the delivery of the necessary technology services to the business by analyzing and refining requirements. At the same time, the person is also responsible for the day-to-day Level 1 and Level 2 support of the application and functional area of assignment.
Day-to-Day Functional / Application Support
Act as the Level 1 & Level 2 Application Support for applications such as SFA, ERP and WMS.
Support in building knowledge base with Level 1: Servicedesk.","Degree in Computer Science, Information Technology or any relevant discipline.
At least 1-3 years working experience in FMCG / IT consultant industry.
Experience in application or process tools especially in Sales Force Automation, Supply & Demand Supply Planning, Production, Warehousing and Inventory Management or Purchasing & Procurement is preferred.
Experience in Oracle EBS, WMS, MES, Planning tools and ASRS technologies will be an added advantage.
Experience in Relational Database Management (i.e. Oracle SQL, PL/SQL Server, MySQL) will be an added advantage.
Ability to converse in English & Mandarin is preferred due to the frequent engagement with our counterpart from China",,4 - 7 Years of Experience
IT SUPPORT CUM TECHNICIAN,Smart Reader Worldwide,Kuala Lumpur,Kuala Lumpur,Full-Time,12 days ago,Undisclosed,"Responsibilities
 To manage and troubleshoot computers, Local Area Network and servers
Installation of software and hardware
To actively participate in implementation of IT related projects
To assist day to day administration and operational matters
To ensure all correspondence and enquiries are processed
To ensure all records are filed systematically for speedy retrieval and administering effective follow up system","Requirements
 Possess at least a Certificate in Computer related studies
Working experience in PC Hardware Support and Local Area Network, Windows Server, AD, DNS, Firewall and Backup
Self-motivated, highly committed, initiative and result-oriented
Must be a team player
Able to travel and possess own transport
Experience in installation and managing of CCTV will be an added advantage",,4 - 7 Years of Experience
IT Techical,NL IT Services Sdn Bhd,Section 14 Petaling Jaya,Selangor,Full-Time,,RM2000 - RM4000,"Diagnose & resolve technical hardware & software issues involving internet connectivity, email clients, desktop & servers, routers, switches, load balancers.
Identify & escalate priority issues per Client specification
Accurately process & record all transactions using a computer & designated tracking software. 
Offer alternative solutions where appropriate with the objective of retaining customers' & clients' business
Follow up & make schedule call back to customers where necessary
Stay current with system information, changes & updates","Relevant working experience in this field is required.
Possess valid driving license ","
Information Technology",10 - 20 Years of Experience
"Assistant Manager, IT Project Implementation",MCT Berhad,"HQ Office, Subang Jaya",Selangor,Full-Time,,RM5500 - RM7500,"JOB PURPOSE
Project Management, to ensure the projects are completed successfully on time, within budget, and quality. Analyze business requirements of the departments to determine their technology needs. 
 KEY ACCOUNTABILITIES  
Implement the project and communicate with stakeholders regarding project needs and goals. 
Implementing IT strategies that deliver projects on schedule and within budget. ","Diploma / Degree in Computer Science 
Minimum 3 years working experience in IT with experience in managing and leading a team of people in system implementation. 
Good problem solving, able to explore alternative solutions 
Ability to lead meetings with the teams 
Ability to set and meet project deadlines 
Ability to assist in managing projects 
Able to work in a team-oriented environment, able to communicate with team members, and a good understanding of teamwork 
Experience in Office365, Intranet, RPA is preferred. ",,1 - 3 Years of Experience
Information Technology Executive (IT),EDS Solution,"Subang Jaya, Selangor",Selangor,Full-Time,,RM2500 - RM4000,"To assist with the implementation, upgrade, and support of the business tools
Setup, troubleshoot & manage IT Infrastructure components (Network, Server, Security, Database, Storage & Backup), desktop components (software & hardware), and applications (Web/mobile applications)
Maintenance of IT assets and Software documentation
Ensures all IT issues are resolved according to Service Level Agreements
Carry out other ad hoc assignments, support, or activities as required by superior
Remuneration Packages / Benefits : ","Candidate must possess at least a Bachelor's Degree/Post-Graduate Diploma in Computer Science/Information Technology, or equivalent.
At least 1 year of working experience in the related fields is required for this position.
Able to work on own initiative with minimal supervision, excellent time management, priorities, and organizational skills to work on multi-tasks with a high sense of urgency and tight deadlines
Good written and verbal communication skills in English. (Additional language is an advantage: MANDARIN).
Experience with Fortinet, Watchguard, Office 365, MS Azure AD, and Virtual desktop infrastructure.
Hands-on experience in Networking, Routing, Switching, and PC supports.
Able to work outside of standard working hours when needed.",,1 - 3 Years of Experience
IT Security Manager,Hiredly X,"Bangunan Public Bank, LG, 6th to 9th, 21st to 26th Floor, 6, Jalan Sultan Sulaiman, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kuala Lumpur,Full-Time,,RM7000 - RM18000," Oversees the long term strategic planning and execution of Information Security best practices across a diverse infrastructure, application and data architecture.
Helps to set vision and global security architecture including assisting in developing the overall security program.
To establish/recommend policies and procedures for secure system use and services.
Assessing the effectiveness of the security controls that have been implemented to ensure compliance with expected outcomes
To assess/respond/investigate IT security vulnerabilities and risks and ensure corrective action plans are initiated and monitored.
To plan and conduct IT Security Awareness Training Program.
To draw up the annual security unit budget and IT plan.","At least 10 years of working experience in the field of Information/Cyber Security including 5 years in IT managerial position.
Excellent leadership qualities, interpersonal and communication skills.
Strong understanding of IT Frameworks and relevant IT security standards.
Good experience in the implementation of leading industry level security best practices and solutions.
Certifications in Information Security and IT Risk such as CISM, CISSP or CRISC will be an added advantage.","
Information Technology
Analytical ",1 - 3 Years of Experience
Maintenance & IT support Techinician @ Penang,J&T EXPRESS (MALAYSIA) SDN BHD,Seberang Jaya,Penang,Full-Time,17 days ago,RM2200 - RM4500,"For Maintenance Tasks
- Performing minor repair works to all outlets
- Checking control panels and electrical wiring to identify issues
- Install appliances and equipment when required
- Conduct maintenance tasks for all outlet
- Inspect and troubleshoot equipments and systems
- Check functionality of safety systems
- Collaborate with contractors and other professionals during renovations work
- Report to a facilities or maintenance manager for issues","Candidate must possess at least a SPM or STPM or equivalent.
 Basic IT troubleshooting and repair skill
Basic knowledge of HVAC, plumbing and electrical systems
Must own valid Malaysia Driving Licence (Class D or VDL)
Posses own transportation
Willing to standby support 24/7
Willing to duty at night shift when required
Willing to travel within North Malaysia (Penang, Kedah & Perlis)","
HVAC Repair And Maintenance
Equipment Maintenance
Facility Repair And Maintenance
Electrical Equipment
Computer Hardware
Hardware Troubleshooting",1 - 3 Years of Experience
IT System Trainer - KL Eco City,J&T EXPRESS (MALAYSIA) SDN BHD,KL Eco City,Kuala Lumpur,Full-Time,17 days ago,RM2800 - RM4000,"Design and deliver IT training courses to HQ & regional employees, such as software applications, network administration and hardware systems.
Develop and implement training strategies to meet the needs of an organization's employees.
Create customized training plans and materials to address the specific needs of employees and the organization.
Collaborate with other teams and departments to ensure that training aligns with the organization's training direction & planning.
Provide ongoing support and troubleshooting assistance to individuals or groups during the training process.
Continuously evaluate and monitor the effectiveness of training programs and provide feedback for improvement.
Collect, analyse and document business requirements for software development projects.","Candidate must possess at least a Diploma/Advance Diploma, Bachelor's Degree in Computer Science/Information Technology, Engineering (Computer / Telecommunication) or equivalent.
Prefer candidate with outspoken personality and good interpersonal skills.
Required Skill(s): Microsoft Office (Word & PowerPoint), strong communication, interpersonal skills, presentation skills.
Can withstand great work pressure and able to travel across Malaysia.","
Technical Training",4 - 7 Years of Experience
Group IT Assistant Manager,Silverlake Axis Sdn Bhd,Bandar Utama,Selangor,Full-Time,a month ago,Undisclosed,"What applies to you
As a Group IT Assistant Manager, you will oversee daily support operations & support the Group IT systems. You will be required to showcase excellent leadership and problem-solving skills especially in cybersecurity, IT infrastructures & IT project management across a highly cross-functional stakeholder base.
 What you will do
Provide technical and IT Site leadership in administration and supporting Group Information Technology (IT) systems including end user support and requirement, problem resolutions, project management and team mentorship","What you will need
Minimum a Bachelor Degree Computer Science/ Information Technology or in any related fields.
Minimum 5 years of LAN, WAN and EUC experience.
Proficiency in Office 365 support Share Point, One Drive and MS Azure.
Experience in supporting active directory/domain controllers/DNS/DHCP servers, cloud infrastructure support, cybersecurity frameworks and service desk environment would be advantageous.
Strong analytical, troubleshooting, leadership, coaching and communication skills.",,#NoExperienceNeeded
"Product Manager, Industrial Chemicals(Envilab S/B)",ITS GROUP,Shah Alam,Selangor,Full-Time,2 months ago,Undisclosed,"To be responsible for sales and marketing of industrial chemicals activities.
To achieve annual sales results and business growth versus an annual plan, work on yearly sales plan for assigned business scope within the overall strategy.
To understand and assess customers’ needs, business objectives, strategies and build compelling customer value propositions representing our portfolio, define opportunities for new business, develop new account.
To provide high quality product and service to end-customers and make sure healthy market competition in assigned area.
To provide reliable sales forecast to ensure proper product availability planning.
To develop long term customer relationships. ","Possess Degree in Chemical Engineering or any related discipline.
More than 5 years sales/marketing experience in Industrial Chemicals industry.
Excellent communication and interpersonal skills related particularly to customer interaction. 
Strong computer skills with ability to use Microsoft software and ERP system. 
Able to work under high pressure and willing to travel frequently.","
Sales
Cleaning Products
Food Manufacturing",1 - 3 Years of Experience
App Programmer,IT Net Enterprise,Sunway Velocity,Kuala Lumpur,Full-Time,2 months ago,RM3000 - RM6000,"Optimization of software for performance and scalability.
 Responsible for the daily maintenance of the company's existing software product system and make timely response to the problem of the system.
Involve in entire life cycle of software development until release.
Work on bug fixing and fine-tuning application performance.
Developing ideas for new programs, products, or features by monitoring industry developments and trends.
Develop automated tests to ensure business needs are met and allow for regression testing.
Develop and deploy new features to facilitate related procedures and tools if necessary.","Qualifications:
Passion for best design and coding practices and a desire to develop new bold ideas.
Experienced developing codes for load balancing server architecture.
Possess at least Diploma, Advanced/Higher/Graduate Diploma, or Bachelor’s Degree/Professional Degree in Software Engineering, Computer Science or equivalent.
Able to speak and write in Mandarin, English and Malay language. (to liaise with associates) 
Minimum 2 years working experience in mobile application (iOS and/or Android) development.","
Flutter (Software)",1 - 3 Years of Experience
Senior IT Business Analyst - KL Eco City,J&T EXPRESS (MALAYSIA) SDN BHD,KL ECO CITY,Kuala Lumpur,Full-Time,19 days ago,Undisclosed,"Work closely with internal team and user to gather, analyze and define current business processes as well as their requirements.
Gather user requirements and prepare the business requirements document (BRD) and business process.
Supporting the Project Manager in delivering the project plan on-time.
Provide on-going application support and be involved in various stages of the Software Development Life Cycle (SDLC).
Conduct User Acceptance Testing (UAT).
Conduct user requirement analysis for the development and for enhancements to existing systems.
Plan and coordinate end-user training for any system implementations or enhancements.
Liaise closely with IT Development team in project implementation, application testing, supporting on new releases patches and product feedback."," Candidate must possess at least a Diploma/Advance Diploma, Bachelor's Degree in Computer Science/Information Technology, Engineering ( Computer / Telecommunication ) or equivalent.
Excellent written and oral communication skills.
Basic understanding in UI/UX, SQL, PHP and API.
Experience in Project Management.( Any certifications in Project Management would be an advantage.) 
Adobe XD or warehouse management system experience are strongly preferred.","
Adobe XD
Project Management",3 - 4 Years of Experience
IT Project Coordinator,57 CODEBOX,"3A-1C, 3A Floor, Tower 2 @ PFCC, Jalan Puteri 1/2, Bandar Puteri, 47100 Puchong",Selangor,Full-Time,,RM2500 - RM6000,"Bridging the gap between IT and the business using data analytics to assess processes. 
Liaise with client to determine requirements, scope and objectives.
Maintaining and monitoring project plans, project schedules, budgets, and expenditures.
Organize/involve in project team meetings, requirement discovery meeting, progress updates, system review and UAT preparation.
Provide functional & technical (Level 1) support on company’s software applications.
Documenting and following up on important actions and decisions from meetings.
Create and maintain project documentation, plans and reports.
Assess project risks and issues and provide solutions where applicable.","Posses at least SPM/ STPM/ Professional Certificate/ Diploma/ Degree in Computer Science, Software Engineering or related fields in any field.
IT knowledge or certification will be an advantage.
Strong sense of responsibility in all projects assigned.
Strong interpersonal, oral and written communication skills and able to work with minimum supervision.
A self-starter with good business flow logic and analytical skills.
Fresh graduates/Entry level applicants are encouraged to apply to start as junior.",,#NoExperienceNeeded
IT / INFORMATION SYSTEM AUDIT EXECUTIVE,Pacific & Orient Berhad,JALAN RAJA LAUT,Kuala Lumpur,Full-Time,2 months ago,Undisclosed," Responsibilities:
Perform annual IT risk assessment, propose and prioritise audits based on risk
Plan, conduct and document risk-based audit of IT functions, processes and underlying IT systems, evaluate control environment, internal control, security and data integrity
Identify, assess and develop solutions for internal control, security and data integrity issues and make value – added recommendations to reduce cost, improve efficiency in processes and rectify weaknesses in controls
Monitor compliance with the Company’s security policies, procedures and processes as well as federal, state and local laws, regulations and accreditation criteria","Requirements:
Degree in Computer Science, Management Information Systems or equivalent
Possess or currently pursuing Certified Information System Auditor (CISA)
2 – 3 years of IS auditing experience
Experience in general insurance industry is an added advantage
Candidates who possess CISA certification with ACCA or CIMA will be considered
Strong analytical skills and good knowledge in Microsoft Office","
Auditing
Information Systems
Information Technology Security Auditing",#NoExperienceNeeded
IT SAP PP/ QM Support Executive,KLK Berhad,Ipoh,Perak,Full-Time,,Undisclosed,"Client-facing consulting role that requires fair functional knowledge of business processes.
Closely interact with clients to understand their requirements, and help define solutions to address the client’s needs.
Requires strong exposure to SAP Production Planning (PP) and Quality Management (QM) with expertise in at-least a few SAP functional modules.
Strong capability in functional specification development, custom object unit test and system integration testing.
Customize the systems with proper testing and attention to quality are integral to the role.","Bachelor’s Degree in IT/ Engineering/ Science or equivalent from recognized universities.
Hands-on in SAP configuration, project support experience in SAP PP & QM module. Additional modules like Plant Maintenance are an added advantage.
Creative, pro-active, independent, and have strong analytical skills.
Good communication skills in English and Bahasa Malaysia.
Independent with the ability to build relationship with stakeholders from various countries.
Willing to travel to support subsidiaries in regional countries.
Must be willing to be based in Ipoh.",,#NoExperienceNeeded
IT System Engineer/Technical Specialist(Microsoft),ZEPTO CONSULTING SDN BHD,Klang Valley/PJ,Selangor,Full-Time,,RM1800 - RM6500,"This is a permanent job position with remuneration package based on job ranking and job scope.
Individual is mainly involved in project implementation as project assist role to senior project team member which will involve in the following project stage (subject to the project complexity. It may have reduced stage for smaller project). 
Technical and requirement assessment
Solution design and planning
Implementation strategy
Pilot (subject to requirement and complexity. Often and not this is not needed)
Actual implementation","Fundamental IT knowledge.
Good knowledge in server platform. Operating system knowledge in Windows 2008/2012/2016 platform. 
Fundamental network knowledge is an added advantage.
Fundamental backend server infrastructure is as added advantage (Microsoft Exchange, System Center, etc)
Certification (added advantage) 
MCSE (especially in Windows Server and Exchange related)
MCSA (especially in Windows Server and Exchange related)
MCTS (Microsoft Teams or Skype for Business)",,1 - 3 Years of Experience
Social Media Admin/ Social Media Moderator,Click It Technology Sdn Bhd,Ampang Park LRT,Kuala Lumpur,Full-Time,,RM2500 - RM3000,"Monitoring/controlling social media platforms such as Twitter/Discord/Telegram  & etc. 
Engaging and quickly building rapport with users by listening to and understanding their needs
Dealing with any user queries or concerns in a positive and respectful manner
Recognizing appropriate opportunities to add value to the customer and the business through great conversations
Consult customers on suggested products and/or services
Creating content for social media management
Organizing online events for community members
Any other ad-hoc task","Knowledge on Cryptocurrencies is a plus**
Excellent analytical, judgement, typing, writing, communication and interpersonal skills
Proficient with Microsoft Office/Google Suite
Proficient in English and 中文 (Verbal and written)
Monthly range RM2500 - RM3000.
5-6 working days in a week. (OT required will be notified in advance)
EPF & SOCSO.
Sick leave.","
Social 
Cryptocurrency
Communications
Interpersonal Communications",#NoExperienceNeeded
Project Sales Engineer (Envilab S/B),ITS GROUP,Shah Alam,Selangor,Full-Time,,Undisclosed,"Responsibilities:
To be responsible for generating new sales opportunities and developing new business (chemicals, equipment, spare parts and consumable items).
To assist to secure new business by existing products, new products and new products enhancement projects to meet existing or anticipated market needs.
To provide technical support such as designing wastewater & air pollution control system, troubleshooting, performance improvement and other request to client.","Requirement:
Min. Degree in Chemical Engineering or related discipline.
At least 2 years of relevant experience in similar industry.
Good track of achieving sales target.
Methodical, logical and organized.
Good working attitude, result driven and must be able to work under tight deadlines.
Good command of English, both oral and written.","
Sales",3 - 7 Years of Experience
IT Instructor,Iverson Associates Sdn Bhd,"Bandar Utama, Petaling Jaya",Selangor,Full-Time,,RM4000 - RM10000,"    Conduct training and provide consultancy in the respective area of specialization 
 Organize, set-up and deliver courses to meet the needs of customers 
 Carry out training needs analysis 
 Design, develop and customize course materials to meet the requirements of customers 
 Conduct assessment and outcomes of courses delivered 
 Install software, configure systems, upgrade or troubleshoot equipment, and classroom setup as required ","Min academic - Bachelor Degree (perefrable CGPA second class & above)
Good Communication Skill
Eager to learn new skills",,#NoExperienceNeeded
"EXECUTIVE, IT",Alam Flora Sdn Bhd,"Alam Flora Sdn Bhd, Level-4, RB-HICOM Berhad Address: Wisma Drb-hicom, 2, Jalan Usahawan U1/8, Seksyen U1, 40150 Shah Alam, Selangor",Selangor,Full-Time,22 days ago,RM3500 - RM5500,"To analyze, develop, test, validate, deployed, and support the application undersigned and deliver quality work with the outstanding result within timeline and up to date with the global application development technologies and trends;
To assist in coding, testing, and debugging new releases;
To perform server maintenance including new Web and Client Application release and server backup and update;
To design and create a new database for new modules;
To modify existing programs to confirm system changes or make better improvements and enhancements to existing systems;
To research new technology to support automation for the latest Linux or Windows systems;
To apply new knowledge and programming skill by collaborating with Solution architects, other Programmers (DAE) and System Analyst in the development of new software or applications;","At least Bachelor’s Degree in Information Technology/ Computer Science or equivalent;
At least 2 years of working experience in IT Engineering/ Programming Software or/ Software Developer field is required;
Required language(s): English & Bahasa Malaysia;
Required Skill(s): Programming Knowledge: C#, Java, VB, Python, ReactJS, ViewJS, NodeJS;
Optional Skill(s): .NET Framework, Perl Language, Batch Scripting, SHELL Scripting;
Windows, Linux Knowledge and Basic Linux Command Line, Oracle, MySQL, SQL Server;
Sound knowledge of UI/UX fundamentals and applications.
Data processing and analytical (added point);","
ASP.NET
Software Development
SAP Applications
Web Applications
Application Development
Mobile Application Development",10 - 20 Years of Experience
Brand Ambassador (Membership Sales Consultant),Anytime Fitness Malaysia | Inspire Brands Asia,Multiple locations,Kuala Lumpur,Full-Time,3 days ago,RM2000 - RM5000,"A Brand Ambassador acts as the “face” of Anytime Fitness. You are expected to be enthusiastic, professional, and reliable all the time. Your multiple responsibilities revolve around the promotion of the gym membership and personal training and will not be limited to implementing marketing campaigns, and occasionally representing the Club at outreach events.   

Roles and Responsibilities
Your primary task is to ensure our brand is consistently promoted to our target market and ensure our brand is viewed positively.  
You are constantly expected to engage with members always in order to generate brand awareness. Thus, it is crucial for you to know everything you can about the brand, so you can be sure to always represent it positively. ","Candidate must possess at least a Diploma, Advanced, Bachelor’s Degree, Professional Degree in Business Administration/Sports/Exercise Science, or equivalent (preferred, but not necessary),
At least 3 years to 5 years of sales/business development/marketing experience (Fresh Grads are welcome to apply),
Capable to work independently with little supervisory,
Exceptionally hard-working, self-motivated and be willing to do whatever it takes to achieve targets,
Enjoys sales and has a passion for building a career in the health and fitness industry, (or looking to take up the challenge!)
Enjoys meeting people, promotions, organizing events and marketing.","
Marketing Strategies
Sales Prospecting
Event Planning
Microsoft Office
Sales
Customer Service",#NoExperienceNeeded
Product Designer,Cartier Creative Sdn Bhd,"15-2, Jalan Puteri 4/6, Bandar Puteri, 47100 Puchong, Selangor",Selangor,Full-Time,a day ago,RM4000 - RM5000,"design interfaces and experiences that are tailored to the needs of the business and its users.
to create responsive designs that work seamlessly across different devices
work closely with the tech department to ensure that designs are delivered according to codings and programming.
to translate user needs into design solutions that are intuitive, functional, and visually appealing
create and manage website content and design templates.","Business Understanding: The candidate should possess a strong understanding of the business and the people involved in it. This will enable them to design interfaces and experiences that are tailored to the needs of the business and its users.
UI/UX Design: The candidate should have extensive experience in designing user interfaces and user experiences. They should be able to translate user needs into design solutions that are intuitive, functional, and visually appealing.
Technical Knowledge: The candidate should have a solid understanding of the technical requirements for delivering design solutions. They should work closely with the tech department to ensure that designs are delivered according to codings and programming.","
WordPress
HyperText Markup Language (HTML)
CSS Codes
JavaScript (Programming Language)",#NoExperienceNeeded
IT Support Assistant Manager,MyGENO.com,Kepong,Kuala Lumpur,Full-Time,22 days ago,RM4500 - RM7000,"Position : IT Support Assistant Manager
Salary : RM 4,500 – RM 7,000
Location : Desa Aman Puri, Kepong
Working Hours: Monday - Friday (8.30am – 5.30pm)
Job Scope","  Candidate must possess minimum Diploma in Computer Science or equivalent.
At least 5 years of working experiences in the related field including managing a team. 
Excellent interpersonal relations skill and demonstrated ability to work effectively with others in a team
Independent and efficient in executing and overseeing assigned tasks.","
Operations Management
Team Leadership",1 - 3 Years of Experience
QC Assistant,Senses International Pte Ltd,"10 Tampines North Drive 4, #09-03 JTC Space @ Tampines North, Singapore 528553",Overseas,Full-Time,16 days ago,Undisclosed,"Plan, conduct and monitor testing and inspection of materials to ensure finished product quality.
Checking that raw materials involved in the production process are of suitable quality.
Conforming to regulations and international standards when it comes to testing and quality assurance.
Investigate customer complaints and non-conformance issues, if any
Collect and compile statistical quality data.
All other duties as assigned.","Min Nitec in Chemistry, Biology, Analytical Chemistry, Microbiology.
Fresh graduates are welcome.
Proficient in the Microsoft Suite Applications (Excel, Words, Power Point) and good presentation skills.
Experience in the fragrance and or perfumery industry.
Operational experience and strong affinity on laboratory system, analytical equipment and instruments preferred.
Ability to work both independently and / or within a team environment.
Sensory Evaluation experience.","
Microsoft Office
Presentation 
Operations Management",1 - 3 Years of Experience
COPYWRITER - SENIOR EXECUTIVE,DNA Creative Communication Sdn Bhd,"Block D-3-5, Pacific Place Commercial Center, Jalan PJU 1A/4, 47301 Petaling Jaya, Selangor Darul Ehsan.",Selangor,Full-Time,a month ago,RM3000 - RM5000,"Job Description
As an integrated agency focusing on new and innovative experiences, we guarantee an exciting working environment - You’ll be expected to create and contribute to our ever-evolving processes. The work isn’t easy. It’s challenging. It’s stimulating. And there’s plenty to go around.
At DNA Creative Communications, we believe that hard work beats talent when talent doesn’t work hard. At the core, we are a group of passionate individuals armed with a challenger mentality – an agency that understands what brands need, and helping them find their purpose and voice.
As part of the work that we do, we are looking for a quick-thinking and intelligent Copywriter who will help us craft stories and concepts with composure, thoughtfulness, and the desire to always produce the best work. We do what’s right for the client, not just what’s easy. And that’s what makes our jobs gratifying.","What we expect
Thrive in a fast-paced, collaborative environment with diverse range of writing, including social media calendars, websites, press releases, message houses, research pieces and more
Continually raise the bar on creativity, writing fresh copy that connects with the desired audience and drives action
Comfortably vary voice, style, and other characteristics demanded by the industry, company, or target audience at hand
Maintain up-to-date knowledge of communication and client-related industry trends
Stay updated on appropriate style guidelines and brand voice for consistency in messaging","
Creative Thinking
Writing
Social Media
Microsoft Office
Microsoft PowerPoint
Multitasking
Research
Creative Writing
Proofreading",#NoExperienceNeeded
Client Servicing Executive - Junior,Times Media Sdn Bhd,"Kota Damansara, Petaling",Selangor,Full-Time,15 days ago,RM2500 - RM3500,"You will work with the Education team and its brands – Afterschool.my and Schooladvisor.my. Your primary objective is to build and maintain positive relationships with existing clients and manage ongoing campaigns, working towards renewals and/or upselling of services provided. You will report to the Team Lead - Client Servicing. Your role and responsibilities are detailed as follows;

1.Client Onboarding
Attend Internal Meeting with Sales Team to familiarise yourself with the package signed by the client. "," FRESH GRADUATES who want to learn about Digital marketing are encouraged to apply
Diploma/Degree in Communication, Journalism, Advertising, Marketing or another related field from a recognized University.
Has great PR & Communication Skills
Must have a good command of English and Bahasa Malaysia
Must have strong writing & editing skills
Must be analytical & meticulous
Understanding of relevant media laws & ethics
Strong organizational & project management skills  ","
Client Onboarding
Client Services
Public Relations Campaigns
Digital Marketing
Market Research
Communications
Project Management
Google Analytics
Lead Generation",1 - 3 Years of Experience
Purchasing Executive,SHIBATA ASIA,"42200, Kapar",Selangor,Full-Time,3 months ago,Undisclosed,"Source, negotiate and purchase goods and services from vendors/ suppliers 
In charge of daily operational purchasing needs.
Resolve supply, quality, service and invoicing issues with vendors.
Perform monthly stock check & reports
Ensure vendor's quotation are in line with the technical and commercial specifications required for the project.
Update & maintain functional ISO 9001:2015 and its related docs - eg, vendors assessment and performance",Able to communicate with all levels of personnel,"
Microsoft Office",#NoExperienceNeeded
Digital Account Manager,SearchGuru Sdn Bhd,Midvalley,Kuala Lumpur,Full-Time,,RM3000 - RM5000,"What You Will Be Doing


Reporting directly to the Director of Business Development, the Account Manager has a pivotal role to play in coordinating between the operation teams to ensure that client deliverables are delivered on time, on budget, and per the scope of work. The Account Manager also contributes to the overall strategy and ensures it aligns with the client’s business objectives.","Who We’re Looking For

At least 3 years of experience in a similar position in the digital field.
Bachelor’s degree preferably in marketing, communications, or e-Commerce.
MUST HAVE: Knowledge of digital marketing - Paid media (SEM, SEO, social media, etc.) and/or digital creative.
Ensuring that the operation teams are aligned throughout the project, to meet deadlines and coordinate workflow, always driving for excellence and managing client’s expectations.","
Digital Marketing
Sales
Google Ads
Facebook Advertising
Digital Media Strategy",2 - 4 Years of Experience
Conference and Event Planner,Conference Partners Sdn Bhd,Petaling Jaya,Selangor,Full-Time,3 days ago,Undisclosed,"You will play a key role in:-
Working as part of a team in planning, managing and executing conferences and corporate events. 
Contributing creative ideas to create memorable conferences and corporate events.
Working with multiple vendors such as venues, web developers, AV and IT teams, suppliers etc. 
For some projects, design and implement marketing campaigns.
We work with local and international clients, so do expect out of standard office hours. This job offers you the opportunity to work overseas in future.","Job Requirements
Candidate must possess at least a Bachelor's Degree in Medical, Psychology or Health Sciences; or Event Management or Hospitality and Tourism.
Wants to make a positive impact on society with the effort they put into their work.
Strong spoken and written command of the English language.
Courses or certificates in digital skills, is active on social media platforms or has good video editing and design skills is an added advantage.
Past volunteer experience or job experience in customer service roles is an added advantage.","
Event Planning
Event Management
Project Planning
Project Management
Social Media
Healthcare Industry Knowledge
Google Analytics
SEO Copywriting
Hospitality
Microsoft Excel",#NoExperienceNeeded
Retail Photographer,Evon Secret,1-C Jalan Delima Island Glades 11700 Gelugor Penang,Penang,Full-Time,,RM2500 - RM4000,"Responsible for producing creative photos. Videography and editing skills are a plus.
Assist visual merchandiser if neccesarry. 
Assist in brainstorming creative and innovative thinkers when it comes to field visual merchandising, including window displays, signs, interior display.
Keep up to date with the current trend in photography styling.
Perform ad hoc tasks as assigned by superior / management.","Diploma / Degree in Multimedia / Digital Media or any relevant field.
Have photographic skills and knowledge. Having videography skills is a bonus.
Have basic knowledge of Adobe or any editing software.
Possess good communication and interpersonal skills.
Creative and detail-oriented.
Willing work in Penang","
Photography
Photo Editing",4 - 7 Years of Experience
Marketing Executive,Ejen2u International Sdn Bhd,IOI Conezion Putrajaya,Kuala Lumpur,Full-Time,18 hours ago,RM2500 - RM6000," Act as the front spokesperson of the company through various media channels online and offline
Perform Facebook Live on various social media platforms and become the host for the company's video media
Maintain good looks and presentation and feel empowered to be in front of the camera
Develop and execute marketing campaigns to promote Ejen2u and its products and services
Collaborate with cross-functional teams to create and implement marketing strategies
Analyze market trends and customer behavior to improve marketing initiatives
Manage the company's social media accounts and engage with customers
Monitor and report on the effectiveness of marketing campaigns","Bachelor's degree in Marketing, Communications, or a related field
Bachelor's degree in Marketing, Communications, or a related field additional certifications in digital marketing, social media marketing, or content creation are a plus
At least 1-2 years of experience in marketing, preferably in the infocomm technology industry
Experience in digital marketing, social media marketing, and content creation is a plus
Familiarity with marketing tools and platforms such as Google Analytics, Facebook Ads Manager, and Hubspot","
Marketing
Advertisement
Digital Advertising",4 - 7 Years of Experience
M&E Coordinator,I-CITY PROPERTIES SDN BHD,i-City Shah Alam,Selangor,Full-Time,a day ago,Undisclosed,"To coordinate, monitor and review M&E subcontractor work progress at project site
Attend all project and progress meeting as per meeting schedule
Review M&E design drawings and identify discrepancies between M&E, Structural, ID, Architectural and Company provisions.
Check and coordinate combine service drawings and liaise with M&E consultants.
Prepare progress report as per required by superior for reporting
Periodic check on all inspections carried out by Clerk of Works
Performing check and liaising with purchasing department on all self-purchased M&E items.
To monitor and control the construction progress of the projects under his supervision and to report to superior if progress is falling behind schedule","Degree in Engineering (Mechanical or Electrical) or equivalent
Minimum 5 years working experience in the related field is required for this position
Advanced knowledge of CAD and AutoCAD software
Independent with good communication skills","
AutoCAD
Mechanical Engineering
Project Management
Architectural Design",1 - 3 Years of Experience
